season,round,driver_code,win_books,win_avg_american_odds,win_avg_decimal_odds,win_best_american_odds,win_best_decimal_odds,win_best_sportsbook,win_market_implied_probability,win_market_no_vig_probability,podium_books,podium_avg_american_odds,podium_avg_decimal_odds,podium_best_american_odds,podium_best_decimal_odds,podium_best_sportsbook,podium_market_implied_probability,podium_market_no_vig_probability,podium_market_avg_american_odds,podium_market_avg_decimal_odds,podium_market_best_american_odds,podium_market_best_decimal_odds,podium_market_probability,podium_market_no_vig_probability_only,podium_estimated_probability,podium_estimated_decimal_odds,podium_estimated_american_odds,podium_effective_avg_decimal_odds,podium_effective_avg_american_odds,podium_effective_best_decimal_odds,podium_effective_best_american_odds,podium_effective_probability,podium_effective_no_vig_probability,podium_odds_source
2025,8,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,GAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,HAD,1,15000,151,15000,151,DraftKings,0.00662251655629139,0.00559849861274037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,HAM,1,2200,23,2200,23,DraftKings,0.0434782608695652,0.0367553604575563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,HUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,LAW,1,15000,151,15000,151,DraftKings,0.00662251655629139,0.00559849861274037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,LEC,1,240,3.4,240,3.4,DraftKings,0.294117647058824,0.248639203095234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,NOR,1,-150,1.66666666666667,-150,1.66666666666667,DraftKings,0.6,0.507223974314278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,OCO,1,15000,151,15000,151,DraftKings,0.00662251655629139,0.00559849861274037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,PIA,1,550,6.5,550,6.5,DraftKings,0.153846153846154,0.130057429311353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,RUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,SAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,STR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,TSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,8,VER,1,1800,19,1800,19,DraftKings,0.0526315789473684,0.0444933310801998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,ALO,1,60000,601,60000,601,DraftKings,0.0016638935108153,0.00138246883711493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,ANT,1,13000,131,13000,131,DraftKings,0.00763358778625954,0.00634247153516087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,BEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,BOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,GAS,1,30000,301,30000,301,DraftKings,0.00332225913621262,0.00276034475450523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,HAD,1,30000,301,30000,301,DraftKings,0.00332225913621262,0.00276034475450523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,HAM,1,5500,56,5500,56,DraftKings,0.0178571428571428,0.0148368530554656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,HUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,LEC,1,8000,81,8000,81,DraftKings,0.0123456790123457,0.0102575774210626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,NOR,1,150,2.5,150,2.5,DraftKings,0.4,0.33234550844243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,OCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,PIA,1,-160,1.625,-160,1.625,DraftKings,0.615384615384615,0.511300782219123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,RUS,1,4000,41,4000,41,DraftKings,0.024390243902439,0.0202649700269774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,SAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,TSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,9,VER,1,750,8.5,750,8.5,DraftKings,0.117647058823529,0.0977486789536558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,ALB,1,20000,201,20000,201,BetMGM,0.00497512437810945,0.00400483822229239,1,4000,41,4000,41,BetMGM,0.024390243902439,0.0224217769497287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,ALO,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00533094359391239,1,4000,41,4000,41,BetMGM,0.024390243902439,0.0224217769497287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,ANT,1,4000,41,4000,41,BetMGM,0.024390243902439,0.0196334751873359,1,800,9,800,9,BetMGM,0.111111111111111,0.102143650548764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,BEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,BOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,GAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,HAD,1,100000,1001,100000,1001,BetMGM,9.9900099900099e-4,8.041683143664e-4,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00608803215191308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,HAM,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0309604801031066,1,700,8,700,8,BetMGM,0.125,0.11491160686736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,HUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,LEC,1,5000,51,5000,51,BetMGM,0.0196078431372549,0.0157837741702112,1,900,10,900,10,BetMGM,0.1,0.0919292854938876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,NOR,1,700,8,700,8,BetMGM,0.125,0.100621560335097,1,-140,1.71428571428571,-140,1.71428571428571,BetMGM,0.583333333333333,0.536254165381011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,OCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,PIA,1,150,2.5,150,2.5,BetMGM,0.4,0.321988993072309,1,-500,1.2,-500,1.2,BetMGM,0.833333333333333,0.76607737911573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,RUS,1,350,4.5,350,4.5,BetMGM,0.222222222222222,0.17888277392906,1,-210,1.47619047619048,-210,1.47619047619048,BetMGM,0.67741935483871,0.622746772700529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,10,SAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,STR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,TSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,10,VER,1,150,2.5,150,2.5,BetMGM,0.4,0.321988993072309,1,-350,1.28571428571429,-350,1.28571428571429,BetMGM,0.777777777777778,0.715005553841348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,ALO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,ANT,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00553678990691647,1,1200,13,1200,13,BetMGM,0.0769230769230769,0.0586977851420076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,BEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,BOR,1,50000,501,50000,501,BetMGM,0.00199600798403193,0.00166877300587702,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0293488925710038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,GAS,1,75000,751,75000,751,BetMGM,0.00133155792276964,0.0011132560265571,1,3000,31,3000,31,BetMGM,0.032258064516129,0.0246152002208419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,HAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,HAM,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0321559721517072,1,100,2,100,2,BetMGM,0.5,0.381535603423049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,HUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,LAW,1,25000,251,25000,251,BetMGM,0.00398406374501992,0.00333089751372265,1,1600,17,1600,17,BetMGM,0.0588235294117647,0.0448865415791823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,LEC,1,800,9,800,9,BetMGM,0.111111111111111,0.0928950306604875,1,-155,1.64516129032258,-155,1.64516129032258,BetMGM,0.607843137254902,0.463827596318217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,NOR,1,-250,1.4,-250,1.4,BetMGM,0.714285714285714,0.597182339960277,1,-900,1.11111111111111,-900,1.11111111111111,BetMGM,0.9,0.686764086161489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,OCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,PIA,1,350,4.5,350,4.5,BetMGM,0.222222222222222,0.185790061320975,1,-450,1.22222222222222,-450,1.22222222222222,BetMGM,0.818181818181818,0.624330987419535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,RUS,1,3300,34,3300,34,BetMGM,0.0294117647058823,0.0245898610571879,1,125,2.25,125,2.25,BetMGM,0.444444444444444,0.339142758598266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,11,SAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,STR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,TSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,11,VER,1,1400,15,1400,15,BetMGM,0.0666666666666667,0.0557370183962925,1,120,2.2,120,2.2,BetMGM,0.454545454545455,0.346850548566408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,ALB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,ALO,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00556166177656779,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0350881201165577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,ANT,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00556166177656779,1,3300,34,3300,34,BetMGM,0.0294117647058823,0.0268320918538382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,BEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,BOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,GAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,HAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,HAM,1,1000,11,1000,11,BetMGM,0.0909090909090909,0.0763464480237942,1,125,2.25,125,2.25,BetMGM,0.444444444444444,0.405462721346888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,HUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,LEC,1,2200,23,2200,23,BetMGM,0.0434782608695652,0.0365135186200755,1,225,3.25,225,3.25,BetMGM,0.307692307692308,0.280704960932461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,NOR,1,300,4,300,4,BetMGM,0.25,0.209952732065434,1,-235,1.42553191489362,-235,1.42553191489362,BetMGM,0.701492537313433,0.639965414663186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,OCO,1,150000,1501,150000,1501,BetMGM,6.6622251832111e-4,5.5950095154013e-4,1,50000,501,50000,501,BetMGM,0.00199600798403193,0.00182094036533033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,PIA,1,200,3,200,3,BetMGM,0.333333333333333,0.279936976087245,1,-275,1.36363636363636,-275,1.36363636363636,BetMGM,0.733333333333333,0.669013490222366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,RUS,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0323004203177591,1,275,3.75,275,3.75,BetMGM,0.266666666666667,0.243277632808133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,SAI,1,25000,251,25000,251,BetMGM,0.00398406374501992,0.0033458602719591,1,6600,67,6600,67,BetMGM,0.0149253731343283,0.0136162854183656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,12,STR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,TSU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,12,VER,1,140,2.4,140,2.4,BetMGM,0.416666666666667,0.349921220109057,1,-300,1.33333333333333,-300,1.33333333333333,BetMGM,0.75,0.684218342272874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,ALB,1,10000,101,10000,101,BetMGM,0.0099009900990099,0.00813126933617365,1,1200,13,1200,13,BetMGM,0.0769230769230769,0.0688841552189263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,ALO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,13,ANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,13,BEA,1,30000,301,30000,301,BetMGM,0.00332225913621262,0.00272843256795195,1,4000,41,4000,41,BetMGM,0.024390243902439,0.02184131750844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,BOR,1,25000,251,25000,251,BetMGM,0.00398406374501992,0.0032719450316874,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0344420776094632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,COL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,13,GAS,1,30000,301,30000,301,BetMGM,0.00332225913621262,0.00272843256795195,1,4000,41,4000,41,BetMGM,0.024390243902439,0.02184131750844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,HAD,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00543879604604992,1,1400,15,1400,15,BetMGM,0.0666666666666667,0.0596996011897361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,HAM,1,10000,101,10000,101,BetMGM,0.0099009900990099,0.00813126933617365,1,2000,21,2000,21,BetMGM,0.0476190476190476,0.042642572278383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,HUL,1,30000,301,30000,301,BetMGM,0.00332225913621262,0.00272843256795195,1,4000,41,4000,41,BetMGM,0.024390243902439,0.02184131750844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,LAW,1,25000,251,25000,251,BetMGM,0.00398406374501992,0.0032719450316874,1,2500,26,2500,26,BetMGM,0.0384615384615385,0.0344420776094632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,LEC,1,1200,13,1200,13,BetMGM,0.0769230769230769,0.063173707919503,1,150,2.5,150,2.5,BetMGM,0.4,0.358197607138417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,NOR,1,130,2.3,130,2.3,BetMGM,0.434782608695652,0.357068783892843,1,-625,1.16,-625,1.16,BetMGM,0.862068965517241,0.771977601591415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,OCO,1,30000,301,30000,301,BetMGM,0.00332225913621262,0.00272843256795195,1,4000,41,4000,41,BetMGM,0.024390243902439,0.02184131750844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,PIA,1,150,2.5,150,2.5,BetMGM,0.4,0.328503281181415,1,-550,1.18181818181818,-550,1.18181818181818,BetMGM,0.846153846153846,0.75772570740819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,RUS,1,3300,34,3300,34,BetMGM,0.0294117647058823,0.0241546530280452,1,600,7,600,7,BetMGM,0.142857142857143,0.127927716835149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,SAI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,13,STR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing
2025,13,TSU,1,15000,151,15000,151,BetMGM,0.00662251655629139,0.00543879604604992,1,1400,15,1400,15,BetMGM,0.0666666666666667,0.0596996011897361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,13,VER,1,350,4.5,350,4.5,BetMGM,0.222222222222222,0.182501822878564,1,-200,1.5,-200,1.5,BetMGM,0.666666666666667,0.596996011897361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,14,ALB,1,25000,251,25000,251,DraftKings,0.00398406374501992,0.00331452295379633,1,7000,71,7000,71,DraftKings,0.0140845070422535,0.0120195731210542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,14,ALO,1,25000,251,25000,251,DraftKings,0.00398406374501992,0.00331452295379633,1,6500,66,6500,66,DraftKings,0.0151515151515152,0.0129301468423461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
2025,14,ANT,1,6500,66,6500,66,DraftKings,0.0151515151515152,0.012605231233377,1,750,8.5,750,8.5,DraftKings,0.117647058823529,0.100398787246452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,market
